datum_vzniku,datum_zaniku,esa,esa_kod,ico,kpf,kpp,nazev_obce,npf,nuts4,nuts4k,of
2001-11-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26267381,112,100 - 199 zaměstnanců,Zlín,Společnost s ručením omezeným,Zlín,CZ0724,Zlín Precision s.r.o.
2002-06-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26701472,112,25 - 49 zaměstnanců,Jevany,Společnost s ručením omezeným,Praha-východ,CZ0209,Baxter BioScience s.r.o.
1999-03-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25230425,112,2000 - 2499 zaměstnanců,Bor,Společnost s ručením omezeným,Tachov,CZ0327,"IDEAL AUTOMOTIVE Bor, s.r.o."
2002-07-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26715961,112,50 - 99 zaměstnanců,Krnov,Společnost s ručením omezeným,Bruntál,CZ0801,IVG Colbachini CZ s.r.o.
1994-05-20,,Nefinanční podniky soukromé národní,11002,47677023,112,2000 - 2499 zaměstnanců,Přerov,Společnost s ručením omezeným,Přerov,CZ0714,"Meopta - optika, s.r.o."
2002-06-26,2015-10-22,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25970712,112,50 - 99 zaměstnanců,Litomyšl,Společnost s ručením omezeným,Svitavy,CZ0533,SAINT-GOBAIN ADFORS CZ Glass Mat s.r.o.
1992-06-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45280479,112,1500 - 1999 zaměstnanců,Česká Lípa,Společnost s ručením omezeným,Česká Lípa,CZ0511,Fehrer Bohemia s.r.o.
2002-03-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25445022,112,500 - 999 zaměstnanců,Trmice,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,Black & Decker (Czech) s.r.o.
2000-03-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26161516,121,500 - 999 zaměstnanců,Štětí,Akciová společnost,Litoměřice,CZ0423,Mondi Štětí a.s.
1991-11-15,2014-10-30,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,14502241,112,Neuvedeno,Rudná,Společnost s ručením omezeným,Praha-západ,CZ020A,FIC CZ s.r.o.
2002-09-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26724758,112,200 - 249 zaměstnanců,Benátky nad Jizerou,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,UACJ Extrusion Czech s.r.o.
2002-09-30,2010-12-31,,,25453769,112,250 - 499 zaměstnanců,Louny,Společnost s ručením omezeným,Louny,CZ0424,"Aisan Industry Louny, s.r.o."
2002-04-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26695081,112,250 - 499 zaměstnanců,Lovosice,Společnost s ručením omezeným,Litoměřice,CZ0423,"Aoyama Automotive Fasteners Czech, s.r.o."
2002-09-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26784611,112,100 - 199 zaměstnanců,Třinec,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,VESUVIUS MORAVIA s.r.o.
1995-07-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63990474,112,500 - 999 zaměstnanců,Šťáhlavy,Společnost s ručením omezeným,Plzeň-město,CZ0323,KS-Europe s.r.o.
2001-12-17,,Nefinanční podniky soukromé národní,11002,26493381,121,1 - 5 zaměstnanců,Chomutov,Akciová společnost,Chomutov,CZ0422,"První Elektro, a.s."
2002-06-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25449842,121,25 - 49 zaměstnanců,Ústí nad Labem-město,Akciová společnost,Ústí nad Labem,CZ0427,"EPISPOL, a.s."
2001-11-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26485648,112,500 - 999 zaměstnanců,Jablonec nad Nisou,Společnost s ručením omezeným,Jablonec nad Nisou,CZ0512,TI Automotive AC s.r.o.
2002-10-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26729407,112,250 - 499 zaměstnanců,Staříč,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,Mayr-Melnhof Holz Paskov s.r.o.
2002-11-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26734851,112,500 - 999 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,JTEKT Automotive Czech Plzen s.r.o.
2002-12-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25458051,112,500 - 999 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,Magna Exteriors (Nymburk) s.r.o.
2002-10-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26729610,112,500 - 999 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,Eaton Industries s.r.o.
2000-04-19,,Nefinanční podniky soukromé národní,11002,25855646,121,500 - 999 zaměstnanců,Český Těšín,Akciová společnost,Karviná,CZ0803,"KOVONA SYSTEM, a.s."
2002-12-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26307391,112,1000 - 1499 zaměstnanců,Uničov,Společnost s ručením omezeným,Olomouc,CZ0712,Miele technika s.r.o.
2000-01-31,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26150905,112,1000 - 1499 zaměstnanců,Mnichovo Hradiště,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,MAHLE Behr Mnichovo Hradiště s.r.o.
2002-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26500370,112,200 - 249 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,LIPLASTEC s.r.o.
2002-11-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26052377,112,500 - 999 zaměstnanců,Písek,Společnost s ručením omezeným,Písek,CZ0314,AISIN EUROPE MANUFACTURING CZECH s.r.o.
2002-12-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26743892,112,500 - 999 zaměstnanců,Havlíčkův Brod,Společnost s ručením omezeným,Havlíčkův Brod,CZ0631,"Futaba Czech, s.r.o."
1992-04-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45245126,112,250 - 499 zaměstnanců,Kouřim,Společnost s ručením omezeným,Kolín,CZ0204,LONZA BIOTEC s.r.o.
2003-01-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26353458,112,50 - 99 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,Technocrane s.r.o.
1998-01-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25639641,112,200 - 249 zaměstnanců,Úvaly,Společnost s ručením omezeným,Praha-východ,CZ0209,"ESSA CZECH, spol. s r.o."
2001-03-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26437171,112,500 - 999 zaměstnanců,Klášterec nad Ohří,Společnost s ručením omezeným,Chomutov,CZ0422,"Toyoda Gosei Czech, s.r.o."
2001-03-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25875701,112,500 - 999 zaměstnanců,Karviná,Společnost s ručením omezeným,Karviná,CZ0803,"Shimano Czech Republic, s.r.o."
1992-07-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46350420,112,500 - 999 zaměstnanců,Beroun,Společnost s ručením omezeným,Beroun,CZ0202,Carrier Refrigeration Operation Czech Republic s.r.o.
1992-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,44947429,121,1500 - 1999 zaměstnanců,Veverská Bítýška,Akciová společnost,Brno-venkov,CZ0643,HARTMANN - RICO a.s.
1996-02-06,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61061620,112,1000 - 1499 zaměstnanců,Hodkovice nad Mohelkou,Společnost s ručením omezeným,Liberec,CZ0513,Monroe Czechia s.r.o.
1991-03-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18380654,112,500 - 999 zaměstnanců,Děčín,Společnost s ručením omezeným,Děčín,CZ0421,Constellium Extrusions Děčín s.r.o.
1994-05-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61465704,112,2500 - 2999 zaměstnanců,Kopřivnice,Společnost s ručením omezeným,Nový Jičín,CZ0804,Brose CZ spol. s r.o.
2002-12-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26309181,112,200 - 249 zaměstnanců,Březová,Společnost s ručením omezeným,Zlín,CZ0724,greiner packaging s.r.o.
2003-07-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27074081,112,250 - 499 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,Laird s.r.o.
2003-03-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25466445,112,100 - 199 zaměstnanců,Liberec (nečleněné město),Společnost s ručením omezeným,Liberec,CZ0513,DAIHO Schenk s.r.o.
1994-03-09,2010-10-01,,,60465123,112,3000 - 3999 zaměstnanců,Mohelnice,Společnost s ručením omezeným,Šumperk,CZ0715,Siemens Elektromotory s.r.o.
2003-01-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26354063,112,200 - 249 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"VIZA AUTO CZ, s.r.o."
2003-09-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26905850,112,500 - 999 zaměstnanců,Otrokovice,Společnost s ručením omezeným,Zlín,CZ0724,"Continental HT Tyres, s.r.o."
2003-04-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26777576,112,50 - 99 zaměstnanců,Praha 2,Společnost s ručením omezeným,Praha,CZ0100,"Steel Center Europe, s.r.o."
2003-07-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27076181,112,10 - 19 zaměstnanců,Praha 14,Společnost s ručením omezeným,Praha,CZ0100,LINDE SOKOLOVSKÁ s.r.o.
2003-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26902214,112,100 - 199 zaměstnanců,Kunovice,Společnost s ručením omezeným,Uherské Hradiště,CZ0722,Poppe + Potthoff s.r.o.
2003-09-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27084485,112,50 - 99 zaměstnanců,Louny,Společnost s ručením omezeným,Louny,CZ0424,NACHI Czech s.r.o.
2002-03-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26513528,112,2500 - 2999 zaměstnanců,Kolín,Společnost s ručením omezeným,Kolín,CZ0204,"Toyota Peugeot Citroën Automobile Czech, s.r.o."
2003-05-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26357895,112,1000 - 1499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,Daikin Industries Czech Republic s.r.o.
1992-01-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,40525881,112,1500 - 1999 zaměstnanců,Nejdek,Společnost s ručením omezeným,Karlovy Vary,CZ0412,"WITTE Nejdek, spol. s r.o."
1991-07-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18627757,112,2500 - 2999 zaměstnanců,Praha 11,Společnost s ručením omezeným,Praha,CZ0100,"Honeywell, spol. s r.o."
2003-06-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27071065,112,50 - 99 zaměstnanců,Klášterec nad Ohří,Společnost s ručením omezeným,Chomutov,CZ0422,INTEPLAST CZ s.r.o.
2004-01-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27115313,112,50 - 99 zaměstnanců,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,Mi - King s.r.o.
2001-01-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26425173,112,500 - 999 zaměstnanců,Odry,Společnost s ručením omezeným,Nový Jičín,CZ0804,Semperflex Optimit s.r.o.
2004-08-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26936364,112,50 - 99 zaměstnanců,Jihlava,Společnost s ručením omezeným,Jihlava,CZ0632,"KRONOSPAN OSB, spol. s r.o."
2002-03-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26685485,121,Neuvedeno,Praha 1,Akciová společnost,Praha,CZ0100,"VIROPLASTIC CZ, a.s."
1992-11-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48027812,112,1000 - 1499 zaměstnanců,Rakovník,Společnost s ručením omezeným,Rakovník,CZ020C,Eberspächer spol. s r.o.
1988-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00008648,121,500 - 999 zaměstnanců,Děčín,Akciová společnost,Děčín,CZ0421,"Chart Ferox, a.s."
1995-03-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61680991,112,500 - 999 zaměstnanců,Lysá nad Labem,Společnost s ručením omezeným,Nymburk,CZ0208,"LINDE + WIEMANN CZ, s.r.o."
1999-08-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25789902,112,Neuvedeno,Dubňany,Společnost s ručením omezeným,Hodonín,CZ0645,ORFUS s.r.o.
2000-03-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25415123,112,500 - 999 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,Parker Hannifin Industrial s.r.o.
2004-05-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25488805,112,250 - 499 zaměstnanců,Ústí nad Labem-město,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,Pierburg s.r.o.
1999-07-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25782983,112,500 - 999 zaměstnanců,Šumperk,Společnost s ručením omezeným,Šumperk,CZ0715,"Pramet Tools, s.r.o."
1993-01-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48117153,112,100 - 199 zaměstnanců,Praha 13,Společnost s ručením omezeným,Praha,CZ0100,SIAD Czech spol. s r.o.
2004-04-01,2015-04-30,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26073862,112,25 - 49 zaměstnanců,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,"Wienerberger cihelna Jezernice, spol. s r. o."
1999-12-22,2012-09-30,,,25849115,112,2000 - 2499 zaměstnanců,Frenštát pod Radhoštěm,Společnost s ručením omezeným,Nový Jičín,CZ0804,Continental Automotive Systems Czech Republic s.r.o.
2004-02-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27124568,112,250 - 499 zaměstnanců,Zruč nad Sázavou,Společnost s ručením omezeným,Kutná Hora,CZ0205,ASMO Czech s.r.o.
2002-06-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26702436,112,500 - 999 zaměstnanců,Turnov,Společnost s ručením omezeným,Semily,CZ0514,GRUPO ANTOLIN TURNOV s.r.o.
2003-12-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27111440,112,200 - 249 zaměstnanců,Ústí nad Labem-město,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,KONE Industrial - koncern s.r.o.
2004-03-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27131807,112,200 - 249 zaměstnanců,Ústí nad Labem-město,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,Aperam Stainless Services & Solutions Tubes CZ s.r.o.
2003-06-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27066789,112,50 - 99 zaměstnanců,Kadaň,Společnost s ručením omezeným,Chomutov,CZ0422,Oiles Czech Manufacturing s.r.o.
2002-12-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26792605,112,100 - 199 zaměstnanců,Valašské Meziříčí,Společnost s ručením omezeným,Vsetín,CZ0723,CIE PLASTY CZ. s.r.o.
2004-05-10,2016-03-16,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27148734,112,Neuvedeno,Mnichovo Hradiště,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,"STAVMEK, s.r.o. v likvidaci"
2003-05-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27061973,112,1000 - 1499 zaměstnanců,Jilemnice,Společnost s ručením omezeným,Semily,CZ0514,Devro s.r.o.
2003-11-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26820439,112,100 - 199 zaměstnanců,Olomouc,Společnost s ručením omezeným,Olomouc,CZ0712,Smurfit Kappa Olomouc s.r.o.
2004-06-22,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27161536,112,100 - 199 zaměstnanců,Unhošť,Společnost s ručením omezeným,Kladno,CZ0203,T.RAD Czech s.r.o.
2004-08-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27174263,112,250 - 499 zaměstnanců,Kopřivnice,Společnost s ručením omezeným,Nový Jičín,CZ0804,"Bang & Olufsen, s.r.o."
2003-08-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27082784,112,250 - 499 zaměstnanců,Pardubice VI,Společnost s ručením omezeným,Pardubice,CZ0532,KYB Manufacturing Czech s.r.o.
1996-03-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,64833054,112,1000 - 1499 zaměstnanců,Plzeň 3,Společnost s ručením omezeným,Plzeň-město,CZ0323,"Panasonic AVC Networks Czech, s.r.o."
1993-09-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48908827,112,200 - 249 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,"BOMAR, spol. s r.o."
1996-01-01,,Nefinanční podniky soukromé národní,11002,61672971,121,250 - 499 zaměstnanců,Kolín,Akciová společnost,Kolín,CZ0204,KOPOS KOLÍN a.s.
2005-03-16,,Nefinanční podniky soukromé národní,11002,26961377,121,50 - 99 zaměstnanců,Znojmo,Akciová společnost,Znojmo,CZ0647,PEGAS - NW a.s.
2004-09-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26841088,113,Neuvedeno,Valašské Meziříčí,Společnost komanditní,Vsetín,CZ0723,"SCHOTT Solar CR, k.s."
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
2004-07-07,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25492080,112,1000 - 1499 zaměstnanců,Rumburk,Společnost s ručením omezeným,Děčín,CZ0421,Benteler Automotive Rumburk s.r.o.
2001-03-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25428373,121,100 - 199 zaměstnanců,Štětí,Akciová společnost,Litoměřice,CZ0423,Mondi Coating Štětí a.s.
1994-09-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61856495,112,500 - 999 zaměstnanců,Hořovice,Společnost s ručením omezeným,Beroun,CZ0202,Saint-Gobain Sekurit ČR spol. s r.o.
1998-03-05,,Nefinanční podniky soukromé národní,11002,25522132,112,25 - 49 zaměstnanců,Blansko,Společnost s ručením omezeným,Blansko,CZ0641,"BLATA, s.r.o."
1992-02-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45536163,112,50 - 99 zaměstnanců,Říkov,Společnost s ručením omezeným,Náchod,CZ0523,Gondella CZ s.r.o.
2003-09-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25475533,112,100 - 199 zaměstnanců,Most,Společnost s ručením omezeným,Most,CZ0425,forteq Czech s.r.o.
2003-05-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27063569,112,50 - 99 zaměstnanců,Rudná,Společnost s ručením omezeným,Praha-západ,CZ020A,Plastipak Czech Republic s.r.o.
1997-02-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25264605,112,500 - 999 zaměstnanců,Ždírec nad Doubravou,Společnost s ručením omezeným,Havlíčkův Brod,CZ0631,Stora Enso Wood Products Ždírec s.r.o.
2000-01-01,,Nefinanční podniky soukromé národní,11002,25932080,121,200 - 249 zaměstnanců,Hradec Králové,Akciová společnost,Hradec Králové,CZ0521,"Technistone, a.s."
1991-03-07,,Nefinanční podniky soukromé národní,11002,14866021,112,250 - 499 zaměstnanců,Blšany u Loun,Společnost s ručením omezeným,Louny,CZ0424,"KB - BLOK systém, s.r.o."
2005-04-25,,Nefinanční podniky soukromé národní,11002,27268471,121,Neuvedeno,Most,Akciová společnost,Most,CZ0425,S. P. of  W. a.s.
1994-10-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62417215,112,500 - 999 zaměstnanců,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,"Mubea, spol. s r.o."
2004-12-09,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27199037,112,250 - 499 zaměstnanců,Janovice nad Úhlavou,Společnost s ručením omezeným,Klatovy,CZ0322,"Key Plastics Janovice s.r.o., člen skupiny Key Plastics"
